BOTTLE,20180419CCHSIOCBG
# Merged parameters: TRITUM, TRITER, TRITUM_FLAG_W
# Merged parameters: CTDPRS, CTDTMP, CTDSAL, CTDSAL_FLAG_W, SALNTY, SALNTY_FLAG_W, CTDOXY
# 20170811CCHSIOCBG
# Merged parameters: ALKALI, ALKALI_FLAG_W, PH_TOT_FLAG_W, PH_TMP, DOC, DOC_FLAG_W, TDN, TDN_FLAG_W
# Merged parameters: CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, SF6, SF6_FLAG_W
# 20160217PRINUNIVRMK
# file processed by CCHDO on 2016-02-20
# 2/15/16 Initialized README file  
# Data source: CCHDO 
# SHIP: R/V Ron BrownCruise:  
# Region: NE Pacific, Leg 1 of P16N (A.K.A. P16C) 
# EXPOCODE: 33RO20150410 
# DATES: 20150410 - 20150513 
# Chief Scientist: Jessica Cross, Samantha Siedlecki 
# 112 stations with 24 place Rosette 
# Hydro: Who - G.Johnson, M.Baringer; Status - final 
#       Notes:   
# Nutrients: Who - C.Mordy; Status - final 
#       Notes: Final data from E.Wisgarver via CCHDO Jan 7, 2016 
# O2: Who - C. Langdon; Status - final 
#       Notes: final data from Langdon via CCHDO Feb 2, 2016 
# TCO2: Who - S.Alin, R. Wanninkhof; Status - final 
#       Notes: data from D.Greely via CDIAC 11/20/15 
# TA: Who - A.Dickson; Status - final 
#       Notes: Data rcd 8/30/16 
# PH: Who - A.Dickson; Status - final 
#       Notes: Data rcd 8/30/16 
# CFC: Who - J.Bullister; Status -final 
#       Notes: added 3/11/16 
# C14: Who - R.Key,A.McNichol; Status - being analyzed 
#       Notes:  
# H3/He3: Who - W. Jenkins; Status - final
#       Notes:  added 2018-04-19
# DOC/TDN: Who - C.Carlson; Status -final 
#       Notes: Data rcd from Carlson via NCEI 6/6/17 
# Organics: Who - N.Nelson; Status -being analyzed 
#       Notes:  
# These data should be cited as: 
# DOI: 10.7942/C2WC7C 
# References that have used data from this cruise:
#
# Principal Programs of P16N Leg 1
# 
# Chief Scientist               Jessica Cross             PMEL          jessica.cross@noaa.gov                 
# Co-Chief Scientist            Samantha Siedlecki        JISAO         siedlesa@uw.edu     
# 
# Analysis                            Institution   Principal Investigator   email                      
# ----------------------               -----------   -----------------        -------------------------
# 
# CTDO                                NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
#                                     NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
# Fluorometer / C-OPS                 UCSB/ERI      Norm Nelson              norm@eri.ucsb.edu          
# Transmissometer                     TAMU          Wilford Gardner          wgardner@ocean.tamu.edu    
# Underwater Vision Profiler (UVP)    UAF           Andrew McDonnell         amcdonnell@alaska.edu      
# Lowered ADCP                        LDEO          Andreas Thurnherr        ant@ldeo.columbia.edu      
# Chipods                             OSU           Jonathan Nash            nash@coas.oregonstate.edu  
# Data Management                     SIO/ODF       James Swift              jswift@ucsd.edu            
#                                     SIO/ODF       Susan Becker             sbecker@ucsd.edu           
# Chlorofluorocarbons(CFCs)/SF6/N2O   NOAA/PMEL     John Bullister           John.L.Bullister@noaa.gov  
# 3He / Neon / Tritium                WHOI          William Jenkins          wjenkins@whoi.edu          
# Dissolved O2                        RSMAS         Chris Langdon            clangdon@rsmas.miami.edu   
#                                     NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
# Total CO2 (DIC) / UW pCO2           NOAA/PMEL     Simone Alin              Simone.R.Alin@noaa.gov     
#                                     NOAA/AOML     Rik Wanninkhof           Rik.Wanninkhof@noaa.gov    
# Total Alkalinity/pH                 SIO/MPL       Andrew Dickson           adickson@ucsd.edu          
# 13C /14C-DIC                        PU            Robert Key               key@princeton.edu          
#                                     WHOI          Ann McNichol             amcnichol@whoi.edu         
# DOC / TDN                           UCSB/MSI      Craig Carlson            carlson@lifesci.ucsb.edu   
# DO14C / Black Carbon                UCI/ESS       Ellen Druffel            edruffel@uci.edu           
# CDOM / POC / Chlorophyll a          UCSB/ERI      Norm Nelson              norm@eri.ucsb.edu          
# UW HPLC Pigments / AP                   "              "                           "        
# Nutrients                           NOAA/PMEL     Calvin Mordy             Calvin.W.Mordy@noaa.gov    
# Salinity                            NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
#                                     NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
# 137Cs /134Cs /90Sr /129I            WHOI          Ken Buesseler            kbuesseler@whoi.edu        
# ARGO Floats                         NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
# Shipboard ADCP                      UH            Eric Firing              efiring@hawaii.edu         
#                                     UH            Jules Hummon             hummon@hawaii.edu          
# 
#| Data Citation
#| 
#|  Following American Geophysical Union recommendations, the data should be
#|  cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#|  CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#|  file date." For further information, please contact one of the parties
#|  listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#|  the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#|  from their use.
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,N2O,N2O_FLAG_W,SBE35,SBE35_FLAG_W,SALTREF,SALTREF_FLAG_W
33RO20150410,       P16N,      44,          1,         23,         23,2,20150423,       0335,    -1.0700,  -151.0000,       4833,    24.5,  28.6021,  35.3159,2,  35.3088,2,    199.9,2,   200.6,2,    1.80,2,    3.40,2,    0.18,2,    0.44,4,   1.491,2,   0.957,2,   1.233,2,  2020.2,2,  2324.4,6,   8.0415,2,    25.02,-999.000,9,-999.000,    63.9,2,    8.40,2,       0.66,2,-999.0000,9,    35.4753,2
33RO20150410,       P16N,      44,          1,         22,         22,2,20150423,       0335,    -1.0700,  -151.0000,       4833,    49.5,  28.2052,  35.3606,2,  35.3604,2,    200.2,2,   200.4,2,    1.90,2,    3.90,2,    0.12,2,    0.47,4,   1.497,2,   0.966,2,   1.231,2,  2023.9,2,  2328.4,2,   8.0390,6,    25.01,   0.286,2,   0.002,    63.1,2,    9.30,2,       0.65,2,-999.0000,9,    35.5271,2
33RO20150410,       P16N,      44,          1,         21,         21,2,20150423,       0335,    -1.0700,  -151.0000,       4833,    74.8,  27.1865,  35.2438,2,  35.2426,2,    191.9,2,   191.8,2,    2.20,2,    4.60,2,    0.34,2,    0.59,4,   1.557,2,   1.002,2,   1.220,2,  2037.6,2,  2320.7,2,   8.0047,6,    25.00,   0.313,2,   0.004,    59.3,2,    9.60,2,       0.69,2,-999.0000,9,    35.4087,2
33RO20150410,       P16N,      44,          1,         20,         20,2,20150423,       0335,    -1.0700,  -151.0000,       4833,    97.7,  27.0786,  35.2453,2,  35.2459,2,    188.7,2,   189.2,2,    2.30,2,    4.80,2,    0.38,2,    0.60,4,   1.566,2,   1.005,2,   1.238,2,  2041.3,2,  2320.8,2,   7.9991,2,    24.99,   0.291,2,   0.003,    61.9,2,   10.00,2,       0.70,2,-999.0000,9,    35.4121,2
33RO20150410,       P16N,      44,          1,         19,         19,2,20150423,       0335,    -1.0700,  -151.0000,       4833,   149.9,  22.8713,  35.6464,2,  35.6471,6,    141.1,2,   142.9,2,    3.50,2,   10.50,2,    0.25,2,    0.94,4,   1.770,2,   1.113,2,   1.194,2,  2113.2,2,  2347.8,2,   7.9050,2,    25.00,   0.233,2,   0.002,    52.5,2,   12.90,2,       1.33,2,-999.0000,9,    35.8151,6
33RO20150410,       P16N,      44,          1,         18,         18,2,20150423,       0335,    -1.0700,  -151.0000,       4833,   274.3,  11.8473,  34.8440,2,  34.8396,2,     68.3,2,    67.2,2,   22.90,2,   27.90,2,    0.01,2,    1.89,4,   1.174,6,   0.658,6,   0.326,6,  2217.5,2,  2306.5,2,   7.5743,2,    25.00,   0.145,2,   0.002,    43.1,2,   29.30,2,       4.60,2,-999.0000,9,    35.0039,2
33RO20150410,       P16N,      44,          1,         17,         17,2,20150423,       0335,    -1.0700,  -151.0000,       4833,   300.7,  11.6536,  34.8322,2,  34.8286,2,     53.7,2,    53.9,2,   24.20,2,   29.50,2,    0.01,2,    1.99,4,   1.079,2,   0.602,2,   0.278,2,  2226.8,2,  2305.6,2,   7.5417,2,    25.00,   0.127,2,   0.002,    42.1,2,   31.50,2,       4.92,2,-999.0000,9,    34.9929,2
33RO20150410,       P16N,      44,          1,         16,         16,2,20150423,       0335,    -1.0700,  -151.0000,       4833,   399.5,   9.6988,  34.7143,2,  34.7116,2,     47.6,2,    47.9,2,   30.60,2,   33.80,2,    0.01,2,    2.27,4,   0.593,2,   0.332,2,   0.116,2,  2246.8,2,  2306.0,2,   7.4827,2,    25.00,   0.070,2,   0.002,    41.2,2, -999.00,9,       4.96,2,-999.0000,9,    34.8752,2
33RO20150410,       P16N,      44,          1,         15,         15,2,20150423,       0335,    -1.0700,  -151.0000,       4833,   500.0,   7.3335,  34.5879,2,  34.5863,2,     61.0,2,    60.4,2,   44.00,2,   37.40,2,    0.02,2,    2.55,4,   0.198,2,   0.110,2,   0.000,2,  2263.9,2,  2315.0,2,   7.4601,2,    25.00,   0.027,2,   0.003,    40.0,2, -999.00,9,       4.26,2,-999.0000,9,    34.7494,2
33RO20150410,       P16N,      44,          1,         14,         14,2,20150423,       0335,    -1.0700,  -151.0000,       4833,   649.7,   6.1313,  34.5545,2,  34.5549,2,     67.6,2,    66.9,2,   56.90,2,   39.10,2,    0.01,2,    2.68,4,   0.076,2,   0.040,2,   0.000,2,  2278.3,2,  2327.1,2,   7.4557,2,    25.00,   0.011,2,   0.001,    41.2,2, -999.00,9,       3.94,2,-999.0000,9,    34.7178,2
33RO20150410,       P16N,      44,          1,         13,         13,2,20150423,       0335,    -1.0700,  -151.0000,       4833,   800.3,   5.3461,  34.5467,2,  34.5445,2,     76.8,2,    76.0,2,   68.20,2,   39.20,2,    0.01,2,    2.72,4,   0.033,2,   0.020,2,   0.000,2,  2286.9,2,  2338.3,2,   7.4642,2,    24.99,   0.009,2,   0.001,    39.1,2, -999.00,9,       3.54,2,-999.0000,9,    34.7074,2
33RO20150410,       P16N,      44,          1,         12,         12,2,20150423,       0335,    -1.0700,  -151.0000,       4833,   951.3,   4.8989,  34.5492,2,  34.5490,2,     81.8,2,    81.1,2,   75.80,2,   39.10,2,    0.00,2,    2.75,4,   0.023,2,   0.014,2,   0.021,3,  2291.0,6,  2345.2,2,   7.4701,2,    25.01,   0.008,2,   0.001,    37.2,2, -999.00,9,       3.33,2,-999.0000,9,    34.7119,2
33RO20150410,       P16N,      44,          1,         11,         11,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  1098.9,   4.1768,  34.5635,2,  34.5639,2,     85.8,2,    84.8,2,   90.70,2,   39.50,2,    0.01,2,    2.79,4,   0.012,2,   0.006,2,   0.000,2,  2308.3,2,  2362.1,2,   7.4728,2,    25.00,  -0.001,2,   0.001,    37.0,2, -999.00,9,       3.19,2,-999.0000,9,    34.7269,2
33RO20150410,       P16N,      44,          1,         10,         10,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  1300.5,   3.6404,  34.5804,2,  34.5826,2,     86.5,2,    85.8,2,  104.10,2,   39.90,2,    0.00,2,    2.84,4,  -0.002,2,   0.001,2,   0.000,2,  2321.2,2,  2377.0,2,   7.4715,2,    24.99,   0.002,2,   0.001,    36.6,2, -999.00,9,       3.11,2,-999.0000,9,    34.7456,2
33RO20150410,       P16N,      44,          1,          9,          9,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  1518.8,   3.1126,  34.6018,2,  34.6026,2,     90.4,2,    89.8,2,  116.60,2,   40.00,2,    0.01,2,    2.84,4,   0.013,3,   0.002,2,   0.000,2,  2333.7,2,  2392.1,2,   7.4769,6,    25.02,   0.004,2,   0.001,    36.6,2, -999.00,9,       2.96,2,-999.0000,9,    34.7658,2
33RO20150410,       P16N,      44,          1,          8,          8,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  1999.9,   2.2770,  34.6412,2,  34.6472,4,    107.6,2,   107.5,2,  135.40,2,   38.80,2,    0.01,2,    2.78,4,   0.000,2,   0.001,2,   0.000,2,  2344.3,2,  2414.5,2,   7.5090,2,    25.00,   0.003,2,   0.002,    37.4,2, -999.00,9,       2.54,2,-999.0000,9,    34.8106,3
33RO20150410,       P16N,      44,          1,          7,          7,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  2401.1,   1.9456,  34.6586,2,  34.6661,4,    119.9,2,   121.2,2,  141.10,2,   37.90,2,    0.01,2,    2.74,4,  -0.008,2,   0.000,2,   0.000,2,  2343.5,2,  2421.5,2,   7.5305,6,    25.00,-999.000,9,-999.000,    34.7,2, -999.00,9,       2.35,2,-999.0000,9,    34.8295,3
33RO20150410,       P16N,      44,          1,          6,          6,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  2801.5,   1.7416,  34.6702,2,  34.6733,2,    130.8,2,   131.0,2,  143.40,2,   37.30,2,    0.00,2,    2.66,4,  -0.003,6,  -0.001,6,   0.000,6,  2339.2,2,  2423.9,2,   7.5479,2,    25.00,-999.000,9,-999.000,    36.6,2, -999.00,9,       2.24,2,-999.0000,9,    34.8368,2
33RO20150410,       P16N,      44,          1,          5,          5,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  3201.3,   1.6463,  34.6763,2,  34.6785,2,    139.3,2,   139.5,2,  142.50,2,   36.60,2,    0.01,2,    2.61,4,  -0.004,2,   0.000,2,   0.000,2,  2333.5,2,  2422.7,2,   7.5600,6,    25.00,-999.000,9,-999.000,    35.2,2, -999.00,9,       2.18,2,-999.0000,9,    34.8420,2
33RO20150410,       P16N,      44,          1,          4,          4,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  3600.4,   1.5025,  34.6869,2,  34.6863,2,    152.6,2,   152.8,2,  141.20,6,   35.90,6,    0.00,6,    2.53,4,  -0.007,2,  -0.001,2,   0.000,2,  2326.3,2,  2423.5,2,   7.5822,6,    24.99,-999.000,9,-999.000,    35.9,2, -999.00,9,       2.07,2,-999.0000,9,    34.8499,2
33RO20150410,       P16N,      44,          1,          3,          3,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  4000.1,   1.4175,  34.6939,2,  34.6942,2,    161.0,2,   160.2,2,  141.70,6,   35.40,6,    0.00,6,    2.49,4,   0.001,6,  -0.001,2,   0.000,6,  2322.8,2,  2426.7,2,   7.5974,2,    25.01,-999.000,9,-999.000,    36.5,2, -999.00,9,       1.96,2,-999.0000,9,    34.8578,2
33RO20150410,       P16N,      44,          1,          2,          2,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  4304.0,   1.4091,  34.6958,2,  34.6963,2,    164.3,2,   164.6,2,  139.60,6,   35.10,6,    0.00,6,    2.48,4,  -0.003,2,   0.000,2,   0.000,2,  2318.3,2,  2423.8,6,   7.6011,2,    24.99,-999.000,9,-999.000,    41.3,3, -999.00,9,       1.99,2,-999.0000,9,    34.8600,2
33RO20150410,       P16N,      44,          1,          1,          1,2,20150423,       0335,    -1.0700,  -151.0000,       4833,  4822.8,   1.3330,  34.7021,2,  34.6998,2,    181.6,2,   187.2,4,  127.50,6,   33.70,6,    0.02,6,    2.36,4,   0.002,2,   0.003,6,   0.000,6,  2293.2,6,  2398.1,2,   7.6067,2,    24.99,-999.000,9,-999.000,    38.5,2, -999.00,9,       1.88,2,-999.0000,9,    34.8635,3
33RO20150410,       P16N,      45,          1,         24,         24,2,20150423,       1048,    -0.9002,  -150.9997,       4728,    15.1,  28.5159,  35.2881,2,  35.2863,2,    197.6,2,   198.5,2,    0.80,2,    3.50,2,    0.27,2,    0.42,4,-999.000,9,-999.000,9,-999.000,9,  2019.3,6,  2322.0,2,   8.0357,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    35.4527,2
33RO20150410,       P16N,      45,          1,         23,         23,2,20150423,       1048,    -0.9002,  -150.9997,       4728,    32.7,  28.4911,  35.2894,2,  35.2882,2,    198.3,2,   198.3,2,    0.90,2,    3.50,2,    0.25,2,    0.42,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    35.4546,6
33RO20150410,       P16N,      45,          1,         22,         22,2,20150423,       1048,    -0.9002,  -150.9997,       4728,    58.9,  27.9788,  35.3233,2,  35.3238,2,    198.2,2,   197.1,2,    1.10,2,    4.20,2,    0.15,2,    0.48,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    35.4904,2
33RO20150410,       P16N,      45,          1,         21,         21,2,20150423,       1048,    -0.9002,  -150.9997,       4728,    83.1,  27.3223,  35.2906,2,  35.2921,2,    190.5,2,   191.3,2,    1.60,2,    4.50,2,    0.34,2,    0.55,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    35.4585,2
33RO20150410,       P16N,      45,          1,         20,         20,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   108.1,  26.9327,  35.2861,2,  35.2895,2,    186.0,2,   185.2,2,    1.50,2,    4.90,2,    0.64,2,    0.59,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    35.4559,2
33RO20150410,       P16N,      45,          1,         19,         19,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   142.3,  23.9768,  35.6305,2,  35.6123,2,    151.0,2,   153.8,2,    2.10,2,    8.50,2,    0.76,2,    0.78,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    35.7803,2
33RO20150410,       P16N,      45,          1,         18,         18,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   200.0,  12.4686,  34.8875,2,  34.8816,2,    102.2,2,   102.2,2,   17.90,2,   23.30,2,    0.01,2,    1.55,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    35.0460,2
33RO20150410,       P16N,      45,          1,         17,         17,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   275.1,  11.9281,  34.8446,2,  34.8422,2,     71.8,2,    68.9,2,   21.90,2,   27.40,2,    0.01,2,    1.81,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    35.0065,2
33RO20150410,       P16N,      45,          1,         16,         16,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   350.5,  10.5431,  34.7591,2,  34.7569,2,     49.4,2,    40.7,2,   28.10,2,   32.70,2,    0.01,2,    2.14,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.9208,2
33RO20150410,       P16N,      45,          1,         15,         15,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   433.0,   8.4787,  34.6444,2,  34.6421,2,     51.0,2,    50.7,2,   35.40,2,   36.10,2,    0.01,2,    2.34,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.8055,2
33RO20150410,       P16N,      45,          1,         14,         14,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   551.1,   7.0695,  34.5782,2,  34.5771,2,     57.0,2,    58.0,2,   46.70,2,   38.20,2,    0.00,2,    2.53,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.7401,2
33RO20150410,       P16N,      45,          1,         13,         13,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   700.0,   6.0325,  34.5526,2,  34.5510,2,     67.4,2,    67.7,2,   58.10,2,   39.10,2,    0.00,2,    2.63,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.7139,2
33RO20150410,       P16N,      45,          1,         12,         12,2,20150423,       1048,    -0.9002,  -150.9997,       4728,   850.6,   5.1278,  34.5454,2,  34.5439,2,     82.7,2,    82.6,2,   70.90,2,   38.60,2,    0.00,2,    2.64,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.7068,2
33RO20150410,       P16N,      45,          1,         11,         11,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  1000.2,   4.4843,  34.5558,2,  34.5548,2,     82.3,2,    83.2,2,   84.40,2,   39.40,2,    0.01,2,    2.73,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.7177,2
33RO20150410,       P16N,      45,          1,         10,         10,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  1168.2,   4.0193,  34.5690,2,  34.5677,2,     82.9,2,    82.7,2,   95.20,2,   39.70,2,    0.01,2,    2.78,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.7307,2
33RO20150410,       P16N,      45,          1,          9,          9,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  1401.4,   3.4086,  34.5894,2,  34.5886,2,     87.5,2,    87.9,2,  109.30,2,   39.60,2,    0.00,2,    2.80,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.7517,2
33RO20150410,       P16N,      45,          1,          8,          8,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  1731.8,   2.6788,  34.6188,2,  34.6172,2,    102.0,2,   102.2,2,  124.60,2,   38.90,2,    0.01,2,    2.78,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.7805,2
33RO20150410,       P16N,      45,          1,          7,          7,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  2132.5,   2.0910,  34.6517,2,  34.6510,2,    110.6,2,   111.7,2,  141.30,2,   38.40,2,    0.00,2,    2.80,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.8144,6
33RO20150410,       P16N,      45,          1,          6,          6,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  2533.9,   1.8314,  34.6652,2,  34.6664,2,    124.4,2,   124.6,2,  143.50,2,   37.50,2,    0.00,2,    2.70,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.8298,2
33RO20150410,       P16N,      45,          1,          5,          5,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  2934.4,   1.6780,  34.6748,2,  34.6723,2,    133.6,2,   134.1,2,  145.20,2,   37.00,2,    0.00,2,    2.66,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.8358,2
33RO20150410,       P16N,      45,          1,          4,          4,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  3332.9,   1.5672,  34.6811,2,  34.6787,2,    145.2,2,   145.6,2,  141.60,6,   36.10,6,    0.00,6,    2.58,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.8423,2
33RO20150410,       P16N,      45,          1,          3,          3,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  3732.9,   1.4323,  34.6919,2,  34.6910,2,    155.9,2,   155.8,2,  143.40,6,   35.50,6,    0.00,6,    2.53,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.8545,2
33RO20150410,       P16N,      45,          1,          2,          2,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  4133.4,   1.4130,  34.6948,2,  34.6935,2,    161.3,2,   161.1,2,  141.60,6,   35.20,6,    0.00,6,    2.51,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.8571,2
33RO20150410,       P16N,      45,          1,          1,          1,2,20150423,       1048,    -0.9002,  -150.9997,       4728,  4718.8,   1.3307,  34.7013,2,  34.7043,2,    182.2,2,   181.6,2,  128.10,6,   33.60,6,    0.00,6,    2.39,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,-999.0000,9,    34.8680,2
33RO20150410,       P16N,      46,          1,         24,         24,2,20150423,       1543,    -0.7399,  -151.0000,       4608,     4.8,  28.4533,  35.2867,2,  35.2869,2,    195.6,2,   196.7,2,    2.00,2,    3.60,2,    0.31,2,    0.44,4,   1.516,3,   0.937,2,   1.245,2,  2021.0,6,  2321.1,2,   8.0320,2,    25.02,-999.000,9,-999.000,    63.2,2,    7.50,2,       0.72,2,-999.0000,9,    35.4533,2
33RO20150410,       P16N,      46,          1,         23,         23,2,20150423,       1543,    -0.7399,  -151.0000,       4608,    20.7,  28.4582,  35.2857,2,  35.2855,2,    196.0,2,   196.2,2,    2.70,2,    3.60,2,    0.31,2,    0.45,4,   1.502,3,   0.942,2,   1.242,6,  2021.2,2,  2321.9,2,   8.0317,2,    25.02,-999.000,9,-999.000,    63.3,2,    7.50,2,       0.70,2,-999.0000,9,    35.4519,2
