BOTTLE,20170412CCHSIORJL
# Merged parameters: CH3Cl, CH3Cl_FLAG, CH3Br, CH3Br_FLAG, CH3I, CH3I_FLAG
# Merged parameters from A16S_MeX_HY1.csv (Submitted by Shari Yvon Lewis on 20080714)
# Merged parameters: HELIUM, HELIUM_FLAG_W, DELHE3, DELHE3_FLAG_W, NEON, NEON_FLAG_W, NEONER, HELIER, DELHER
# Merged parameters from LDEO_NGL_CliVarHeNe4CCHDO_A16S.xlsx (Submitted by R.Newton on 20150411)
# Merged parameters: TRITUM, TRITUM_FLAG_W, TRITER
# Merged parameters from LDEO_NGL_CliVarTritium4CCHDO_A16S.xlsx (Submitted by R.Newton on 20150413)
# Change CH3Cl to CH3L
# 20110831CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb 
#original files copied from HTML directory: 2011-08-31
#original HYD file: /data/co2clivar/atlantic/a16/a16s_2005a/original/2011.08.25_carbon_cberys/original_hy1.csv  2011-08-31
#BOTTLE,20100913CCHDOSIOCBG
#code:copy_exchange_bot.rb (J. Fields)
#citations added by A. Barna
#BOTTLE,20091030CCHDOSIOJCF
# code : Justin Fields merge_exchange.rb
#| PARAMETER/PROGRAM    Institution     Principal Investigator
#| ------------------------------------------------------------------
#| CTD                  PMEL/AOML       Greg Johnson/Molly Baringer
#| Salinity             PMEL            Greg Johnson
#| CFCs                 UW/PMEL         Mark Warner/John Bullister
#| HCFCs                TAMU            Shari Yvon-Lewis
#| DIC                  AOML/PMEL       Rik Wanninkhof/Dick Feely
#| Discrete pCO2        AOML            Rik Wanninkhof
#| Dissolved O2         RSMAS-U. Miami  Chris Langdon
#| Nutrients            UW/AOML         Calvin Mordy/Jia-Zhong Zhang
#| Helium/Tritium       LDEO            Peter Schlosser
#| CO2-Alkalinity       RSMAS-U. Miami  Frank Millero
#| CO2-pH               RSMAS-U. Miami  Frank Millero
#| DOC                  RSMAS-U. Miami  Dennis Hansell
#| CDOM                 UCSB            Norm Nelson/Craig Carlson
#| Underway pCO2        AOML            Rik Wanninkhof
#| 13C/14C              WHOI            Ann McNichol
#| ADCP/LADCP           U. Hawaii/LDEO  Eric Firing/Andreas Thurnherr
#| Aerosols             CWU             Anne Johansen
#| SAMI/CO2             U. Montana      Mike DeGrandpre
#| CO2 System Develop.  USF             Robert Byrne
#|
#| Following American Geophysical Union recommendations,
#| the data should be cited as: data provider(s), cruise name
#| or cruise ID, data file name(s) CLIVAR and Carbon Hydrographic
#| Data Office, La Jolla, CA USA," and data file date. For further
#| information", please contact one of the parties listed above or
#| cchdo@ucsd.edu. Users are also requested to acknowledge the
#| NSF/NOAA-funded U.S. Repeat Hydrography Program in publications
#| resulting from their use.
#
 33RO200501,       A16S,      47,          1,          3,          3,2,20050130,       0533,   -38.9998,   -27.1665,       4215,  3549.9,   1.5211,  34.7711,2,  34.7710,2,    220.1,2,   200.2,3,   88.71,6,   28.45,6,    0.00,6,    1.94,6,   0.072,2,   0.033,2,   0.000,2,  2259.8,4,  2345.5,2,  -999.0,9,   20.00,   7.6457,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.141,3, -999.00,9, 3549.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.2488,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      47,          1,          2,          2,2,20050130,       0533,   -38.9998,   -27.1665,       4215,  3851.0,   1.0805,  34.7326,2,  34.7337,2,    215.7,2,   215.5,2,  103.39,6,   30.19,6,    0.00,6,    2.08,6,   0.114,2,   0.058,2,  -0.002,2,  2250.5,2,  2353.9,6,  -999.0,9,   20.00,   7.6595,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.233,3,   38.82,2, 3851.00,   0.2110,3,   0.1620,3,   0.0880,3,   0.0590,3,   0.0143,3,   0.0150,3,   0.7888,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      47,          1,          1,          1,2,20050130,       0533,   -38.9998,   -27.1665,       4215,  4186.2,   0.6159,  34.6942,2,  34.6946,2,    214.9,2,   214.5,2,  118.91,6,   31.88,6,    0.00,6,    2.21,6,   0.203,2,   0.099,2,   0.007,2,  2269.2,2,  2358.2,2,  -999.0,9,   20.00,   7.6106,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.336,3,   38.35,2, 4186.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.3024,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         36,         36,2,20050130,       1225,   -38.5000,   -26.8668,       4168,     3.4,  17.9691,  35.1660,2,  35.1630,2,    238.2,2,   243.8,2,    1.25,2,    0.00,2,    0.00,2,    0.14,2,   2.542,2,   1.612,2,   0.222,2,  2054.0,2,  2316.4,6,  -999.0,9,   20.00,   7.9828,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   6.111,4, -999.00,9,    3.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  17.9685,     -999.0,-999.000,     92.694,          2,      2.021,          2,   4.756,          2
 33RO200501,       A16S,      48,          1,         35,         35,2,20050130,       1225,   -38.5000,   -26.8668,       4168,    20.9,  17.2970,  35.1528,2,  35.1551,2,    240.8,2,   245.1,2,    1.25,2,    0.00,2,    0.00,2,    0.14,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,   20.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  17.2935,     -999.0,-999.000,    105.621,          2,      2.159,          2,   5.464,          2
 33RO200501,       A16S,      48,          1,         34,         34,2,20050130,       1225,   -38.5000,   -26.8668,       4168,    40.5,  15.1915,  35.2113,2,  35.1543,2,    262.3,2,   267.2,2,    1.35,2,    0.28,2,    0.03,2,    0.19,2,-999.000,9,-999.000,9,-999.000,9,  2065.2,2,  2321.0,2,  -999.0,9,   20.00,   7.9730,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,   40.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  15.1853,     -999.0,-999.000,    141.818,          2,      2.760,          2,   8.411,          2
 33RO200501,       A16S,      48,          1,         33,         33,2,20050130,       1225,   -38.5000,   -26.8668,       4168,    60.7,  14.1426,  35.2469,2,  35.2309,2,    257.3,2,   257.7,2,    1.42,2,    1.80,2,    0.26,2,    0.30,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,   60.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  14.1338,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         32,         32,2,20050130,       1225,   -38.5000,   -26.8668,       4168,    80.4,  13.5790,  35.2473,2,  35.2471,2,    247.3,2,   238.0,2,    1.67,2,    3.82,2,    0.54,2,    0.42,2,-999.000,9,-999.000,9,-999.000,9,  2091.9,2,  2319.9,2,  -999.0,9,   20.00,   7.9180,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,   80.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  13.5676,     -999.0,-999.000,     42.465,          2,      0.551,          2,   1.705,          2
 33RO200501,       A16S,      48,          1,         31,         31,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   101.1,  13.5288,  35.2938,2,  35.2934,2,    241.9,2,   243.5,2,    1.87,2,    5.16,2,    0.03,2,    0.45,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  101.10,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  13.5145,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         30,         30,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   125.7,  13.4184,  35.2982,2,  35.2920,2,    233.5,2,   233.2,2,    1.98,2,    5.66,2,    0.02,2,    0.48,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  125.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  13.4007,     -999.0,-999.000,     29.076,          2,      0.357,          2,   0.600,          2
 33RO200501,       A16S,      48,          1,         29,         29,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   150.4,  13.1583,  35.2657,2,  35.2612,2,    234.4,2,   240.5,2,    2.16,2,    6.29,2,    0.02,2,    0.53,2,-999.000,9,-999.000,9,-999.000,9,  2101.8,2,  2319.6,2,  -999.0,9,   20.00,   7.8950,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  150.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  13.1374,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         28,         28,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   177.2,  12.9077,  35.2369,2,  35.2358,2,    238.1,2,   223.3,2,    2.28,2,    6.82,2,    0.02,2,    0.57,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  177.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  12.8834,     -999.0,-999.000,     18.923,          2,      0.101,          2,   0.352,          2
 33RO200501,       A16S,      48,          1,         27,         27,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   202.7,  12.8909,  35.2455,2,  35.2417,2,    241.6,2,   240.4,2,    2.35,2,    7.03,2,    0.01,2,    0.58,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  202.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  12.8631,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         26,         26,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   251.6,  12.1185,  35.1039,2,  35.0900,2,    223.4,2,   224.0,2,    3.28,2,   10.74,2,    0.01,2,    0.79,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  251.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  12.0854,     -999.0,-999.000,      8.834,          2,      0.123,          2,   0.166,          2
 33RO200501,       A16S,      48,          1,         25,         25,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   302.6,  11.0399,  34.9305,2,  34.9288,2,    215.4,2,   217.8,2,    4.25,2,   13.87,2,    0.01,2,    0.96,2,-999.000,9,-999.000,9,-999.000,9,  2127.6,2,  2300.5,2,  -999.0,9,   20.00,   7.7979,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  302.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  11.0023,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         24,         24,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   351.1,   9.6358,  34.7279,2,  34.7281,2,    214.3,2,   215.8,2,    5.49,2,   17.56,2,    0.00,2,    1.18,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  351.10,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   9.5958,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         23,         23,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   402.7,   8.4666,  34.5786,2,  34.5779,2,    217.6,2,   217.8,2,    6.95,2,   20.40,2,    0.01,2,    1.34,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  402.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   8.4242,     -999.0,-999.000,      4.594,          2,      0.165,          2,   0.064,          2
 33RO200501,       A16S,      48,          1,         22,         22,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   502.3,   6.3947,  34.3543,2,  34.3557,2,    231.7,2,   233.1,2,    9.71,2,   24.10,2,    0.00,2,    1.57,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  502.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   6.3495,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         21,         21,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   600.0,   5.0294,  34.2358,2,  34.2374,2,    248.5,2,   251.4,2,   12.50,2,   25.88,2,    0.00,2,    1.67,2,-999.000,9,-999.000,9,-999.000,9,  2153.3,2,  2274.3,2,  -999.0,9,   20.00,   7.6912,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  600.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   4.9813,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         20,         20,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   701.8,   4.3394,  34.2045,2,  34.2070,2,    252.6,2,   255.7,2,   16.07,2,   27.13,2,    0.00,2,    1.72,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  701.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   4.2863,     -999.0,-999.000,      1.700,          2,      0.077,          2,   0.047,          2
 33RO200501,       A16S,      48,          1,         19,         19,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   802.4,   3.8835,  34.2064,2,  34.2066,2,    248.1,2,   250.1,2,   20.92,2,   28.54,2,    0.00,2,    1.81,2,   3.286,2,   1.679,2,   0.239,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   3.091,3, -999.00,9,  802.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.8251,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         18,         18,2,20050130,       1225,   -38.5000,   -26.8668,       4168,   902.9,   3.5327,  34.2233,2,  34.2242,2,    240.7,2,   239.5,2,   26.55,2,   29.79,2,    0.00,2,    1.91,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  902.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.4688,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         17,         17,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  1002.0,   3.2929,  34.2575,2,  34.2587,2,    229.0,2,   227.8,2,   33.03,2,   31.02,2,    0.00,2,    2.01,2,-999.000,9,-999.000,9,-999.000,9,  2194.2,2,  2290.4,2,  -999.0,9,   20.00,   7.6692,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1002.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.2230,     -999.0,-999.000,      5.641,          2,      0.090,          2,   0.032,          2
 33RO200501,       A16S,      48,          1,         16,         16,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  1101.0,   3.1349,  34.3088,2,  34.3085,2,    214.8,2,   213.2,2,   40.18,2,   32.11,2,    0.00,2,    2.10,2,   1.735,2,   0.867,2,   0.103,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   1.996,3, -999.00,9, 1101.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.0585,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         15,         15,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  1200.5,   3.0168,  34.3592,2,  34.3603,2,    202.5,2,   201.3,2,   46.49,2,   32.85,2,    0.00,2,    2.16,2,-999.000,9,-999.000,9,-999.000,9,  2215.4,2,  2307.1,2,  -999.0,9,   20.00,   7.5981,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1200.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.9336,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         14,         14,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  1301.3,   2.9273,  34.4090,2,  34.4096,2,    192.7,2,   192.6,2,   51.78,2,   33.31,2,    0.00,2,    2.19,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1301.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.8368,     -999.0,-999.000,      4.685,          2,      0.149,          2,   0.036,          2
 33RO200501,       A16S,      48,          1,         13,         13,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  1400.2,   2.8696,  34.4578,2,  34.4581,2,    185.6,2,   186.9,2,   55.80,2,   33.46,2,    0.00,2,    2.20,2,   0.637,2,   0.338,2,   0.029,2,  2228.8,2,  2316.5,2,  -999.0,9,   20.00,   7.5897,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.897,3, -999.00,9, 1400.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.7717,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         12,         12,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  1602.4,   2.8077,  34.5828,2,  34.5833,2,    179.5,2,   180.5,2,   61.98,2,   32.65,2,    0.00,2,    2.16,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1602.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.6936,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,         11,         11,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  1801.5,   2.8365,  34.6794,2,  34.6801,2,    186.4,2,   186.3,2,   61.14,2,   30.78,2,    0.00,2,    2.03,2,-999.000,9,-999.000,9,-999.000,9,  2234.8,2,  2330.2,2,  -999.0,9,   20.00,   7.5980,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1801.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.7048,     -999.0,-999.000,      3.691,          2,      0.117,          2,   0.044,          2
 33RO200501,       A16S,      48,          1,         10,         10,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  2048.8,   2.8877,  34.7711,2,  34.7709,2,    199.6,2,   199.7,2,   57.27,2,   28.22,2,    0.00,2,    1.86,2,   0.093,2,   0.050,2,   0.009,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.221,3, -999.00,9, 2048.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.7329,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,          9,          9,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  2299.9,   2.8517,  34.8215,2,  34.8218,2,    213.5,2,   211.9,2,   53.77,2,   26.31,2,    0.00,2,    1.74,2,-999.000,9,-999.000,9,-999.000,9,  2218.1,2,  2331.3,2,  -999.0,9,   20.00,   7.6672,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 2299.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.6741,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,          8,          8,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  2550.6,   2.7225,  34.8406,2,  34.8407,2,    219.7,2,   218.8,2,   53.96,2,   25.43,2,    0.00,2,    1.68,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 2550.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.5232,     -999.0,-999.000,      4.733,          2,      0.012,          2,   0.021,          2
 33RO200501,       A16S,      48,          1,          7,          7,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  2801.2,   2.5521,  34.8471,2,  34.8474,2,    222.5,2,   224.2,2,   55.59,2,   25.04,2,    0.00,2,    1.65,2,   0.043,2,   0.018,2,   0.000,2,  2211.1,2,  2333.9,2,  -999.0,9,   20.00,   7.6817,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.133,3, -999.00,9, 2801.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.3315,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,          6,          6,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  3050.6,   2.2635,  34.8301,2,  34.8307,2,    221.7,2,   222.4,2,   63.59,2,   25.70,2,    0.00,2,    1.71,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 3050.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.0242,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      48,          1,          5,          5,2,20050130,       1225,   -38.5000,   -26.8668,       4168,  3300.1,   1.8926,  34.7999,2,  34.8016,2,    220.1,2,   220.2,2,   76.06,2,   27.10,2,    0.00,2,    1.81,2,-999.000,9,-999.000,9,-999.000,9,  2225.4,2,  2346.0,2,  -999.0,9,   20.00,   7.6634,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 3300.10,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.6365,     -999.0,-999.000,      4.769,          2,      0.192,          2,   0.038,          2
